"Date","Price","Open","High","Low","Change %"
"03/08/1988","8.335","8.335","8.335","8.335","0.23%"
"03/07/1988","8.316","8.316","8.316","8.316","0.40%"
"03/04/1988","8.283","8.283","8.283","8.283","1.96%"
"03/03/1988","8.124","8.124","8.124","8.124","0.00%"
"03/02/1988","8.124","8.124","8.124","8.124","-0.34%"
"03/01/1988","8.152","8.152","8.152","8.152","0.00%"
"02/29/1988","8.152","8.152","8.152","8.152","-0.34%"
"02/26/1988","8.180","8.180","8.180","8.180","-0.40%"
"02/25/1988","8.213","8.213","8.213","8.213","0.46%"
"02/24/1988","8.175","8.175","8.175","8.175","0.05%"
"02/23/1988","8.171","8.171","8.171","8.171","-0.90%"
"02/22/1988","8.245","8.245","8.245","8.245","-0.46%"
"02/19/1988","8.283","8.283","8.283","8.283","0.00%"
"02/18/1988","8.283","8.283","8.283","8.283","-0.34%"
"02/17/1988","8.311","8.311","8.311","8.311","0.00%"
"02/16/1988","8.311","8.311","8.311","8.311","0.34%"
"02/12/1988","8.283","8.283","8.283","8.283","1.48%"
"02/11/1988","8.162","8.162","8.162","8.162","0.68%"
"02/10/1988","8.107","8.107","8.107","8.107","-0.67%"
"02/09/1988","8.162","8.162","8.162","8.162","-0.34%"
"02/08/1988","8.190","8.190","8.190","8.190","0.86%"
"02/05/1988","8.120","8.120","8.120","8.120","-1.41%"
"02/04/1988","8.236","8.236","8.236","8.236","-0.21%"
"02/03/1988","8.253","8.253","8.253","8.253","0.83%"
"02/02/1988","8.185","8.185","8.185","8.185","-1.05%"
"02/01/1988","8.272","8.272","8.272","8.272","0.00%"
"01/29/1988","8.272","8.272","8.272","8.272","-0.78%"
"01/28/1988","8.337","8.337","8.337","8.337","-0.39%"
"01/27/1988","8.370","8.370","8.370","8.370","-2.01%"
"01/26/1988","8.542","8.542","8.542","8.542","1.16%"
"01/25/1988","8.444","8.444","8.444","8.444","-0.39%"
"01/22/1988","8.477","8.477","8.477","8.477","-0.61%"
"01/21/1988","8.529","8.529","8.529","8.529","-0.81%"
"01/20/1988","8.599","8.599","8.599","8.599","-0.34%"
"01/19/1988","8.628","8.628","8.628","8.628","0.38%"
"01/15/1988","8.595","8.595","8.595","8.595","-3.07%"
"01/14/1988","8.867","8.867","8.867","8.867","0.00%"
"01/13/1988","8.867","8.867","8.867","8.867","-0.76%"
"01/12/1988","8.935","8.935","8.935","8.935","0.00%"
"01/11/1988","8.935","8.935","8.935","8.935","-0.27%"
"01/08/1988","8.959","8.959","8.959","8.959","1.43%"
"01/07/1988","8.833","8.833","8.833","8.833","0.27%"
"01/06/1988","8.809","8.809","8.809","8.809","0.59%"
"01/05/1988","8.757","8.757","8.757","8.757","-0.70%"
"01/04/1988","8.819","8.819","8.819","8.819","-0.17%"
"12/31/1987","8.834","8.834","8.834","8.834","0.72%"
"12/30/1987","8.771","8.771","8.771","8.771","-0.98%"
"12/29/1987","8.858","8.858","8.858","8.858","-0.59%"
"12/28/1987","8.911","8.911","8.911","8.911","0.99%"
"12/24/1987","8.824","8.824","8.824","8.824","-0.01%"
"12/23/1987","8.825","8.825","8.825","8.825","-1.34%"
"12/22/1987","8.945","8.945","8.945","8.945","0.71%"
"12/21/1987","8.882","8.882","8.882","8.882","0.10%"
"12/18/1987","8.873","8.873","8.873","8.873","-1.72%"
"12/17/1987","9.028","9.028","9.028","9.028","0.33%"
"12/16/1987","8.998","8.998","8.998","8.998","-0.97%"
"12/15/1987","9.086","9.086","9.086","9.086","-1.97%"
"12/14/1987","9.269","9.269","9.269","9.269","0.00%"
"12/11/1987","9.269","9.269","9.269","9.269","0.38%"
"12/10/1987","9.234","9.234","9.234","9.234","1.95%"
"12/09/1987","9.057","9.057","9.057","9.057","-0.28%"
"12/08/1987","9.082","9.082","9.082","9.082","0.06%"
"12/07/1987","9.077","9.077","9.077","9.077","1.52%"
"12/04/1987","8.941","8.941","8.941","8.941","0.00%"
"12/03/1987","8.941","8.941","8.941","8.941","-0.64%"
"12/02/1987","8.999","8.999","8.999","8.999","-0.17%"
"12/01/1987","9.014","9.014","9.014","9.014","0.28%"
"11/30/1987","8.989","8.989","8.989","8.989","-0.97%"
"11/27/1987","9.077","9.077","9.077","9.077","1.29%"
"11/25/1987","8.961","8.961","8.961","8.961","0.76%"
"11/24/1987","8.893","8.893","8.893","8.893","1.02%"
"11/23/1987","8.803","8.803","8.803","8.803","0.11%"
"11/20/1987","8.793","8.793","8.793","8.793","-0.27%"
"11/19/1987","8.817","8.817","8.817","8.817","-0.27%"
"11/18/1987","8.841","8.841","8.841","8.841","-0.11%"
"11/17/1987","8.851","8.851","8.851","8.851","0.37%"
"11/16/1987","8.818","8.818","8.818","8.818","-0.43%"
"11/13/1987","8.856","8.856","8.856","8.856","0.65%"
"11/12/1987","8.799","8.799","8.799","8.799","0.22%"
"11/10/1987","8.780","8.780","8.780","8.780","0.00%"
"11/09/1987","8.780","8.780","8.780","8.780","0.06%"
"11/06/1987","8.775","8.775","8.775","8.775","0.60%"
"11/05/1987","8.723","8.723","8.723","8.723","-0.86%"
"10/30/1987","8.799","8.799","8.799","8.799","-1.27%"
"10/29/1987","8.912","8.912","8.912","8.912","-1.04%"
"10/28/1987","9.006","9.006","9.006","9.006","0.94%"
"10/27/1987","8.922","8.922","8.922","8.922","1.55%"
"10/26/1987","8.786","8.786","8.786","8.786","-2.17%"
"10/23/1987","8.981","8.981","8.981","8.981","0.00%"
"10/22/1987","8.981","8.981","8.981","8.981","-3.65%"
"10/21/1987","9.321","9.321","9.321","9.321","-8.81%"
"10/19/1987","10.222","10.222","10.222","10.222","0.00%"
"10/16/1987","10.222","10.222","10.222","10.222","0.32%"
"10/15/1987","10.189","10.189","10.189","10.189","0.65%"
"10/14/1987","10.123","10.123","10.123","10.123","2.28%"
"10/13/1987","9.897","9.897","9.897","9.897","-0.43%"
"10/09/1987","9.940","9.940","9.940","9.940","0.77%"
"10/08/1987","9.864","9.864","9.864","9.864","1.36%"
"10/07/1987","9.732","9.732","9.732","9.732","0.00%"
"10/06/1987","9.732","9.732","9.732","9.732","0.82%"
"10/05/1987","9.653","9.653","9.653","9.653","0.65%"
"10/02/1987","9.591","9.591","9.591","9.591","-0.75%"
"10/01/1987","9.663","9.663","9.663","9.663","0.27%"
"09/30/1987","9.637","9.637","9.637","9.637","0.05%"
"09/29/1987","9.632","9.632","9.632","9.632","1.30%"
"09/28/1987","9.508","9.508","9.508","9.508","0.06%"
"09/25/1987","9.502","9.502","9.502","9.502","0.00%"
"09/24/1987","9.502","9.502","9.502","9.502","1.14%"
"09/23/1987","9.395","9.395","9.395","9.395","0.33%"
"09/22/1987","9.364","9.364","9.364","9.364","-0.16%"
"09/21/1987","9.379","9.379","9.379","9.379","0.00%"
"09/18/1987","9.379","9.379","9.379","9.379","-1.08%"
"09/17/1987","9.481","9.481","9.481","9.481","-0.48%"
"09/16/1987","9.527","9.527","9.527","9.527","0.87%"
"09/15/1987","9.445","9.445","9.445","9.445","1.15%"
"09/14/1987","9.338","9.338","9.338","9.338","0.11%"
"09/11/1987","9.328","9.328","9.328","9.328","-1.02%"
"09/10/1987","9.424","9.424","9.424","9.424","-0.97%"
"09/09/1987","9.516","9.516","9.516","9.516","0.00%"
"09/08/1987","9.516","9.516","9.516","9.516","2.29%"
"09/04/1987","9.303","9.303","9.303","9.303","0.17%"
"09/03/1987","9.287","9.287","9.287","9.287","0.43%"
"09/02/1987","9.247","9.247","9.247","9.247","2.24%"
"09/01/1987","9.044","9.044","9.044","9.044","0.82%"
"08/31/1987","8.970","8.970","8.970","8.970","-0.43%"
"08/28/1987","9.009","9.009","9.009","9.009","1.09%"
"08/27/1987","8.912","8.912","8.912","8.912","1.43%"
"08/26/1987","8.786","8.786","8.786","8.786","0.60%"
"08/25/1987","8.734","8.734","8.734","8.734","-0.59%"
"08/24/1987","8.786","8.786","8.786","8.786","0.27%"
"08/21/1987","8.762","8.762","8.762","8.762","0.26%"
"08/20/1987","8.739","8.739","8.739","8.739","-0.86%"
"08/19/1987","8.815","8.815","8.815","8.815","1.09%"
"08/18/1987","8.720","8.720","8.720","8.720","1.55%"
"08/17/1987","8.587","8.587","8.587","8.587","0.33%"
"08/14/1987","8.559","8.559","8.559","8.559","-0.87%"
"08/13/1987","8.634","8.634","8.634","8.634","-1.86%"
"08/03/1987","8.798","8.798","8.798","8.798","1.63%"
"07/31/1987","8.657","8.657","8.657","8.657","0.67%"
"07/30/1987","8.599","8.599","8.599","8.599","0.16%"
"07/29/1987","8.585","8.585","8.585","8.585","-0.22%"
"07/28/1987","8.604","8.604","8.604","8.604","0.34%"
"07/27/1987","8.575","8.575","8.575","8.575","0.00%"
"07/24/1987","8.575","8.575","8.575","8.575","0.45%"
"07/23/1987","8.537","8.537","8.537","8.537","0.00%"
"07/22/1987","8.537","8.537","8.537","8.537","0.62%"
"07/21/1987","8.484","8.484","8.484","8.484","0.83%"
"07/20/1987","8.414","8.414","8.414","8.414","0.85%"
"07/17/1987","8.343","8.343","8.343","8.343","-0.61%"
"07/16/1987","8.394","8.394","8.394","8.394","-0.29%"
"07/15/1987","8.418","8.418","8.418","8.418","1.19%"
"07/14/1987","8.319","8.319","8.319","8.319","-0.56%"
"07/13/1987","8.366","8.366","8.366","8.366","0.67%"
"07/10/1987","8.310","8.310","8.310","8.310","0.00%"
"07/09/1987","8.310","8.310","8.310","8.310","0.00%"
"07/08/1987","8.310","8.310","8.310","8.310","0.50%"
"07/07/1987","8.269","8.269","8.269","8.269","-0.22%"
"07/06/1987","8.287","8.287","8.287","8.287","-0.06%"
"07/03/1987","8.292","8.292","8.292","8.292","0.00%"
"07/02/1987","8.292","8.292","8.292","8.292","-0.78%"
"07/01/1987","8.357","8.357","8.357","8.357","-0.17%"
"06/30/1987","8.371","8.371","8.371","8.371","0.44%"
"06/29/1987","8.334","8.334","8.334","8.334","-0.33%"
"06/26/1987","8.362","8.362","8.362","8.362","1.42%"
"06/25/1987","8.245","8.245","8.245","8.245","-0.75%"
"06/24/1987","8.307","8.307","8.307","8.307","0.96%"
"06/23/1987","8.228","8.228","8.228","8.228","0.06%"
"06/22/1987","8.223","8.223","8.223","8.223","-0.89%"
"06/19/1987","8.297","8.297","8.297","8.297","0.39%"
"06/18/1987","8.265","8.265","8.265","8.265","0.45%"
"06/17/1987","8.228","8.228","8.228","8.228","-0.56%"
"06/16/1987","8.274","8.274","8.274","8.274","0.00%"
"06/15/1987","8.274","8.274","8.274","8.274","-2.86%"
"06/12/1987","8.518","8.518","8.518","8.518","0.00%"
"06/11/1987","8.518","8.518","8.518","8.518","-0.37%"
"06/10/1987","8.550","8.550","8.550","8.550","0.00%"
"06/09/1987","8.550","8.550","8.550","8.550","0.26%"
"06/08/1987","8.528","8.528","8.528","8.528","0.39%"
"06/05/1987","8.495","8.495","8.495","8.495","-0.93%"
"06/04/1987","8.575","8.575","8.575","8.575","-0.72%"
"06/03/1987","8.637","8.637","8.637","8.637","-0.94%"
"06/02/1987","8.719","8.719","8.719","8.719","3.22%"
"06/01/1987","8.447","8.447","8.447","8.447","-0.65%"
"05/29/1987","8.502","8.502","8.502","8.502","-0.96%"
"05/28/1987","8.584","8.584","8.584","8.584","-0.30%"
"05/27/1987","8.610","8.610","8.610","8.610","-1.13%"
"05/26/1987","8.708","8.708","8.708","8.708","-1.08%"
"05/25/1987","8.803","8.803","8.803","8.803","0.00%"
"05/22/1987","8.803","8.803","8.803","8.803","-1.00%"
"05/21/1987","8.892","8.892","8.892","8.892","-0.47%"
"05/20/1987","8.934","8.934","8.934","8.934","-0.36%"
"05/19/1987","8.966","8.966","8.966","8.966","2.61%"
"05/18/1987","8.738","8.738","8.738","8.738","-0.59%"
"05/15/1987","8.790","8.790","8.790","8.790","2.61%"
"05/14/1987","8.566","8.566","8.566","8.566","0.25%"
"05/13/1987","8.545","8.545","8.545","8.545","0.07%"
"05/12/1987","8.539","8.539","8.539","8.539","-0.36%"
"05/11/1987","8.570","8.570","8.570","8.570","1.77%"
"05/08/1987","8.421","8.421","8.421","8.421","-0.59%"
"05/07/1987","8.471","8.471","8.471","8.471","-0.71%"
"05/06/1987","8.532","8.532","8.532","8.532","1.21%"
"05/05/1987","8.430","8.430","8.430","8.430","-0.72%"
"05/04/1987","8.491","8.491","8.491","8.491","1.53%"
"05/01/1987","8.363","8.363","8.363","8.363","2.21%"
"04/30/1987","8.182","8.182","8.182","8.182","-1.74%"
"04/29/1987","8.327","8.327","8.327","8.327","0.85%"
"04/28/1987","8.257","8.257","8.257","8.257","-1.08%"
"04/27/1987","8.347","8.347","8.347","8.347","-1.14%"
"04/24/1987","8.443","8.443","8.443","8.443","0.92%"
"04/23/1987","8.366","8.366","8.366","8.366","1.78%"
"04/22/1987","8.220","8.220","8.220","8.220","0.67%"
"04/21/1987","8.165","8.165","8.165","8.165","-0.18%"
"04/20/1987","8.180","8.180","8.180","8.180","2.16%"
"04/17/1987","8.007","8.007","8.007","8.007","0.01%"
"04/16/1987","8.006","8.006","8.006","8.006","-0.79%"
"04/15/1987","8.070","8.070","8.070","8.070","-2.28%"
"04/14/1987","8.258","8.258","8.258","8.258","2.58%"
"04/13/1987","8.050","8.050","8.050","8.050","1.17%"
"04/10/1987","7.957","7.957","7.957","7.957","2.55%"
"04/09/1987","7.759","7.759","7.759","7.759","2.32%"
"04/08/1987","7.583","7.583","7.583","7.583","-0.20%"
"04/07/1987","7.598","7.598","7.598","7.598","1.13%"
"04/06/1987","7.513","7.513","7.513","7.513","-0.74%"
"04/03/1987","7.569","7.569","7.569","7.569","0.00%"
"04/02/1987","7.569","7.569","7.569","7.569","0.07%"
"04/01/1987","7.564","7.564","7.564","7.564","1.00%"
"03/31/1987","7.489","7.489","7.489","7.489","-0.37%"
"03/30/1987","7.517","7.517","7.517","7.517","2.85%"
"03/27/1987","7.309","7.309","7.309","7.309","1.27%"
"03/26/1987","7.217","7.217","7.217","7.217","-0.32%"
"03/25/1987","7.240","7.240","7.240","7.240","-0.07%"
"03/24/1987","7.245","7.245","7.245","7.245","0.25%"
"03/23/1987","7.227","7.227","7.227","7.227","0.39%"
"03/20/1987","7.199","7.199","7.199","7.199","0.18%"
"03/19/1987","7.186","7.186","7.186","7.186","-0.06%"
"03/18/1987","7.190","7.190","7.190","7.190","0.13%"
"03/17/1987","7.181","7.181","7.181","7.181","-0.19%"
"03/16/1987","7.195","7.195","7.195","7.195","0.38%"
"03/13/1987","7.168","7.168","7.168","7.168","-0.43%"
"03/12/1987","7.199","7.199","7.199","7.199","-0.19%"
"03/11/1987","7.213","7.213","7.213","7.213","0.00%"
"03/10/1987","7.213","7.213","7.213","7.213","0.00%"
"03/09/1987","7.213","7.213","7.213","7.213","0.00%"
"03/06/1987","7.213","7.213","7.213","7.213","0.95%"
"03/05/1987","7.145","7.145","7.145","7.145","0.24%"
"03/04/1987","7.128","7.128","7.128","7.128","-0.93%"
"03/03/1987","7.195","7.195","7.195","7.195","0.63%"
"03/02/1987","7.150","7.150","7.150","7.150","-0.38%"
"02/27/1987","7.177","7.177","7.177","7.177","-0.19%"
"02/26/1987","7.191","7.191","7.191","7.191","0.00%"
"02/25/1987","7.191","7.191","7.191","7.191","0.38%"
"02/24/1987","7.164","7.164","7.164","7.164","-0.68%"
"02/23/1987","7.213","7.213","7.213","7.213","-0.19%"
"02/20/1987","7.227","7.227","7.227","7.227","0.19%"
"02/19/1987","7.213","7.213","7.213","7.213","-0.93%"
"02/18/1987","7.281","7.281","7.281","7.281","-0.51%"
"02/17/1987","7.318","7.318","7.318","7.318","0.69%"
"02/16/1987","7.268","7.268","7.268","7.268","0.00%"
"02/13/1987","7.268","7.268","7.268","7.268","-0.30%"
"02/12/1987","7.290","7.290","7.290","7.290","-0.88%"
"02/11/1987","7.355","7.355","7.355","7.355","0.56%"
"02/10/1987","7.314","7.314","7.314","7.314","1.33%"
"02/09/1987","7.218","7.218","7.218","7.218","0.75%"
"02/06/1987","7.164","7.164","7.164","7.164","-0.14%"
"02/05/1987","7.174","7.174","7.174","7.174","-0.68%"
"02/04/1987","7.223","7.223","7.223","7.223","-0.07%"
"02/03/1987","7.228","7.228","7.228","7.228","0.25%"
"02/02/1987","7.210","7.210","7.210","7.210","0.70%"
"01/30/1987","7.160","7.160","7.160","7.160","0.62%"
"01/29/1987","7.116","7.116","7.116","7.116","0.07%"
"01/28/1987","7.111","7.111","7.111","7.111","-0.43%"
"01/27/1987","7.142","7.142","7.142","7.142","-0.14%"
"01/26/1987","7.152","7.152","7.152","7.152","1.52%"
"01/23/1987","7.045","7.045","7.045","7.045","0.44%"
"01/22/1987","7.014","7.014","7.014","7.014","0.30%"
"01/21/1987","6.993","6.993","6.993","6.993","-0.06%"
"01/20/1987","6.997","6.997","6.997","6.997","-0.24%"
"01/19/1987","7.014","7.014","7.014","7.014","-0.01%"
"01/16/1987","7.015","7.015","7.015","7.015","-0.31%"
"01/15/1987","7.037","7.037","7.037","7.037","-0.75%"
"01/14/1987","7.090","7.090","7.090","7.090","0.13%"
"01/13/1987","7.081","7.081","7.081","7.081","0.68%"
"01/12/1987","7.033","7.033","7.033","7.033","0.50%"
"01/09/1987","6.998","6.998","6.998","6.998","-0.37%"
"01/08/1987","7.024","7.024","7.024","7.024","-0.18%"
"01/07/1987","7.037","7.037","7.037","7.037","-0.38%"
"01/06/1987","7.064","7.064","7.064","7.064","-0.13%"
"01/05/1987","7.073","7.073","7.073","7.073","-1.37%"
"01/02/1987","7.171","7.171","7.171","7.171","-0.68%"
"01/01/1987","7.220","7.220","7.220","7.220","0.00%"
"12/31/1986","7.220","7.220","7.220","7.220","0.00%"
"12/30/1986","7.220","7.220","7.220","7.220","0.87%"
"12/29/1986","7.158","7.158","7.158","7.158","1.19%"
"12/26/1986","7.074","7.074","7.074","7.074","0.13%"
"12/25/1986","7.065","7.065","7.065","7.065","0.00%"
"12/24/1986","7.065","7.065","7.065","7.065","-0.07%"
"12/23/1986","7.070","7.070","7.070","7.070","-0.25%"
"12/22/1986","7.088","7.088","7.088","7.088","-0.13%"
"12/19/1986","7.097","7.097","7.097","7.097","-0.06%"
"12/18/1986","7.101","7.101","7.101","7.101","-0.13%"
"12/17/1986","7.110","7.110","7.110","7.110","0.00%"
"12/16/1986","7.110","7.110","7.110","7.110","-0.43%"
"12/15/1986","7.141","7.141","7.141","7.141","0.25%"
"12/12/1986","7.123","7.123","7.123","7.123","0.13%"
"12/11/1986","7.114","7.114","7.114","7.114","1.05%"
"12/10/1986","7.040","7.040","7.040","7.040","-0.26%"
"12/09/1986","7.058","7.058","7.058","7.058","-0.56%"
"12/08/1986","7.098","7.098","7.098","7.098","-0.18%"
"12/05/1986","7.111","7.111","7.111","7.111","1.57%"
"12/04/1986","7.001","7.001","7.001","7.001","-0.68%"
"12/03/1986","7.049","7.049","7.049","7.049","-0.38%"
"12/02/1986","7.076","7.076","7.076","7.076","-1.30%"
"12/01/1986","7.169","7.169","7.169","7.169","-0.53%"
"11/28/1986","7.207","7.207","7.207","7.207","-0.07%"
"11/27/1986","7.212","7.212","7.212","7.212","0.00%"
"11/26/1986","7.212","7.212","7.212","7.212","-0.07%"
"11/25/1986","7.217","7.217","7.217","7.217","0.57%"
"11/24/1986","7.176","7.176","7.176","7.176","-0.57%"
"11/21/1986","7.217","7.217","7.217","7.217","-0.26%"
"11/20/1986","7.236","7.236","7.236","7.236","-0.44%"
"11/19/1986","7.268","7.268","7.268","7.268","-0.75%"
"11/18/1986","7.323","7.323","7.323","7.323","0.44%"
"11/17/1986","7.291","7.291","7.291","7.291","-0.88%"
"11/14/1986","7.356","7.356","7.356","7.356","-0.38%"
"11/13/1986","7.384","7.384","7.384","7.384","-0.50%"
"11/12/1986","7.421","7.421","7.421","7.421","-0.44%"
"11/11/1986","7.454","7.454","7.454","7.454","0.00%"
"11/10/1986","7.454","7.454","7.454","7.454","-0.11%"
"11/07/1986","7.462","7.462","7.462","7.462","1.65%"
"11/06/1986","7.341","7.341","7.341","7.341","0.63%"
"11/05/1986","7.295","7.295","7.295","7.295","0.12%"
"11/04/1986","7.286","7.286","7.286","7.286","0.26%"
"11/03/1986","7.267","7.267","7.267","7.267","-0.59%"
"10/31/1986","7.310","7.310","7.310","7.310","0.33%"
"10/30/1986","7.286","7.286","7.286","7.286","-1.38%"
"10/29/1986","7.388","7.388","7.388","7.388","-0.50%"
"10/28/1986","7.425","7.425","7.425","7.425","0.38%"
"10/27/1986","7.397","7.397","7.397","7.397","-0.60%"
"10/24/1986","7.442","7.442","7.442","7.442","0.55%"
"10/23/1986","7.401","7.401","7.401","7.401","-0.87%"
"10/22/1986","7.466","7.466","7.466","7.466","-0.99%"
"10/21/1986","7.541","7.541","7.541","7.541","-1.22%"
"10/20/1986","7.634","7.634","7.634","7.634","1.13%"
"10/17/1986","7.549","7.549","7.549","7.549","0.61%"
"10/16/1986","7.503","7.503","7.503","7.503","0.27%"
"10/15/1986","7.483","7.483","7.483","7.483","0.29%"
"10/14/1986","7.461","7.461","7.461","7.461","1.77%"
"10/13/1986","7.331","7.331","7.331","7.331","0.00%"
"10/10/1986","7.331","7.331","7.331","7.331","0.38%"
"10/09/1986","7.303","7.303","7.303","7.303","0.18%"
"10/08/1986","7.290","7.290","7.290","7.290","0.45%"
"10/07/1986","7.257","7.257","7.257","7.257","0.00%"
"10/06/1986","7.257","7.257","7.257","7.257","-0.45%"
"10/03/1986","7.290","7.290","7.290","7.290","-1.91%"
"10/02/1986","7.432","7.432","7.432","7.432","0.55%"
"10/01/1986","7.391","7.391","7.391","7.391","-0.55%"
"09/30/1986","7.432","7.432","7.432","7.432","-1.10%"
"09/29/1986","7.515","7.515","7.515","7.515","0.94%"
"09/26/1986","7.445","7.445","7.445","7.445","-0.05%"
"09/25/1986","7.449","7.449","7.449","7.449","-0.08%"
"09/24/1986","7.455","7.455","7.455","7.455","-1.34%"
"09/23/1986","7.556","7.556","7.556","7.556","-0.49%"
"09/22/1986","7.593","7.593","7.593","7.593","-0.68%"
"09/19/1986","7.645","7.645","7.645","7.645","0.55%"
"09/18/1986","7.603","7.603","7.603","7.603","2.19%"
"09/17/1986","7.440","7.440","7.440","7.440","-0.92%"
"09/16/1986","7.509","7.509","7.509","7.509","0.00%"
"09/15/1986","7.509","7.509","7.509","7.509","-1.29%"
"09/12/1986","7.607","7.607","7.607","7.607","0.75%"
"09/11/1986","7.550","7.550","7.550","7.550","3.07%"
"09/10/1986","7.325","7.325","7.325","7.325","-0.07%"
"09/09/1986","7.330","7.330","7.330","7.330","-0.37%"
"09/08/1986","7.357","7.357","7.357","7.357","0.88%"
"09/05/1986","7.293","7.293","7.293","7.293","2.26%"
"09/04/1986","7.132","7.132","7.132","7.132","-0.61%"
"09/03/1986","7.176","7.176","7.176","7.176","2.43%"
"09/02/1986","7.006","7.006","7.006","7.006","1.20%"
"09/01/1986","6.923","6.923","6.923","6.923","0.00%"
"08/29/1986","6.923","6.923","6.923","6.923","-1.51%"
"08/28/1986","7.029","7.029","7.029","7.029","-0.31%"
"08/27/1986","7.051","7.051","7.051","7.051","1.39%"
"08/26/1986","6.954","6.954","6.954","6.954","-1.32%"
"08/25/1986","7.047","7.047","7.047","7.047","-0.18%"
"08/22/1986","7.060","7.060","7.060","7.060","1.64%"
"08/21/1986","6.946","6.946","6.946","6.946","-0.94%"
"08/20/1986","7.012","7.012","7.012","7.012","0.00%"
"08/19/1986","7.012","7.012","7.012","7.012","-1.72%"
"08/18/1986","7.135","7.135","7.135","7.135","0.00%"
"08/15/1986","7.135","7.135","7.135","7.135","-0.27%"
"08/14/1986","7.154","7.154","7.154","7.154","0.18%"
"08/13/1986","7.141","7.141","7.141","7.141","-1.11%"
"08/12/1986","7.221","7.221","7.221","7.221","-0.37%"
"08/11/1986","7.248","7.248","7.248","7.248","-0.62%"
"08/08/1986","7.293","7.293","7.293","7.293","-1.90%"
"08/07/1986","7.434","7.434","7.434","7.434","-0.24%"
"08/06/1986","7.452","7.452","7.452","7.452","0.99%"
"08/05/1986","7.379","7.379","7.379","7.379","0.86%"
"08/04/1986","7.316","7.316","7.316","7.316","-0.18%"
"08/01/1986","7.329","7.329","7.329","7.329","0.00%"
"07/31/1986","7.329","7.329","7.329","7.329","-0.97%"
"07/30/1986","7.401","7.401","7.401","7.401","0.00%"
"07/29/1986","7.401","7.401","7.401","7.401","-1.53%"
"07/28/1986","7.516","7.516","7.516","7.516","2.68%"
"07/25/1986","7.320","7.320","7.320","7.320","-0.25%"
"07/24/1986","7.338","7.338","7.338","7.338","0.87%"
"07/23/1986","7.275","7.275","7.275","7.275","1.25%"
"07/22/1986","7.185","7.185","7.185","7.185","0.80%"
"07/21/1986","7.128","7.128","7.128","7.128","-0.31%"
"07/18/1986","7.150","7.150","7.150","7.150","-0.25%"
"07/17/1986","7.168","7.168","7.168","7.168","-0.24%"
"07/16/1986","7.185","7.185","7.185","7.185","0.49%"
"07/15/1986","7.150","7.150","7.150","7.150","-1.17%"
"07/14/1986","7.235","7.235","7.235","7.235","-0.80%"
"07/11/1986","7.293","7.293","7.293","7.293","-0.12%"
"07/10/1986","7.302","7.302","7.302","7.302","0.00%"
"07/09/1986","7.302","7.302","7.302","7.302","-1.71%"
"07/08/1986","7.429","7.429","7.429","7.429","1.74%"
"07/07/1986","7.302","7.302","7.302","7.302","0.05%"
"07/04/1986","7.298","7.298","7.298","7.298","0.00%"
"07/03/1986","7.298","7.298","7.298","7.298","-0.79%"
"07/02/1986","7.356","7.356","7.356","7.356","0.00%"
"07/01/1986","7.356","7.356","7.356","7.356","0.25%"
"06/30/1986","7.338","7.338","7.338","7.338","-0.49%"
"06/27/1986","7.374","7.374","7.374","7.374","-0.43%"
"06/26/1986","7.406","7.406","7.406","7.406","-0.05%"
"06/25/1986","7.410","7.410","7.410","7.410","-0.74%"
"06/24/1986","7.465","7.465","7.465","7.465","-0.97%"
"06/23/1986","7.538","7.538","7.538","7.538","-0.72%"
"06/20/1986","7.593","7.593","7.593","7.593","-1.07%"
"06/19/1986","7.675","7.675","7.675","7.675","1.45%"
"06/18/1986","7.565","7.565","7.565","7.565","-0.66%"
"06/17/1986","7.615","7.615","7.615","7.615","-0.13%"
"06/16/1986","7.625","7.625","7.625","7.625","-1.19%"
"06/13/1986","7.717","7.717","7.717","7.717","-3.11%"
"06/12/1986","7.965","7.965","7.965","7.965","-0.47%"
"06/11/1986","8.003","8.003","8.003","8.003","-0.65%"
"06/10/1986","8.055","8.055","8.055","8.055","-0.76%"
"06/09/1986","8.117","8.117","8.117","8.117","2.22%"
"06/06/1986","7.941","7.941","7.941","7.941","-4.33%"
"06/05/1986","8.300","8.300","8.300","8.300","-0.93%"
"06/04/1986","8.378","8.378","8.378","8.378","2.43%"
"06/03/1986","8.179","8.179","8.179","8.179","-1.58%"
"06/02/1986","8.310","8.310","8.310","8.310","3.04%"
"05/30/1986","8.065","8.065","8.065","8.065","0.40%"
"05/29/1986","8.033","8.033","8.033","8.033","2.93%"
"05/28/1986","7.804","7.804","7.804","7.804","-0.18%"
"05/27/1986","7.818","7.818","7.818","7.818","-1.03%"
"05/26/1986","7.899","7.899","7.899","7.899","0.00%"
"05/23/1986","7.899","7.899","7.899","7.899","-0.47%"
"05/22/1986","7.936","7.936","7.936","7.936","-0.34%"
"05/21/1986","7.963","7.963","7.963","7.963","0.23%"
"05/20/1986","7.945","7.945","7.945","7.945","-1.01%"
"05/19/1986","8.026","8.026","8.026","8.026","-0.06%"
"05/16/1986","8.031","8.031","8.031","8.031","2.45%"
"05/15/1986","7.839","7.839","7.839","7.839","1.78%"
"05/14/1986","7.702","7.702","7.702","7.702","0.00%"
"05/13/1986","7.702","7.702","7.702","7.702","0.51%"
"05/12/1986","7.663","7.663","7.663","7.663","1.96%"
