"Date","Price","Open","High","Low","Change %"
"09/05/1989","8.371","8.371","8.371","8.371","0.64%"
"09/01/1989","8.318","8.318","8.318","8.318","-1.05%"
"08/31/1989","8.406","8.406","8.406","8.406","0.00%"
"08/30/1989","8.406","8.406","8.406","8.406","-0.31%"
"08/29/1989","8.432","8.432","8.432","8.432","0.11%"
"08/28/1989","8.423","8.423","8.423","8.423","1.04%"
"08/25/1989","8.336","8.336","8.336","8.336","0.20%"
"08/24/1989","8.319","8.319","8.319","8.319","-0.62%"
"08/23/1989","8.371","8.371","8.371","8.371","-0.42%"
"08/22/1989","8.406","8.406","8.406","8.406","1.11%"
"08/21/1989","8.314","8.314","8.314","8.314","0.65%"
"08/18/1989","8.260","8.260","8.260","8.260","0.23%"
"08/17/1989","8.241","8.241","8.241","8.241","0.88%"
"08/16/1989","8.169","8.169","8.169","8.169","-1.50%"
"08/15/1989","8.293","8.293","8.293","8.293","0.00%"
"08/14/1989","8.293","8.293","8.293","8.293","1.74%"
"08/11/1989","8.151","8.151","8.151","8.151","1.99%"
"08/10/1989","7.992","7.992","7.992","7.992","0.00%"
"08/09/1989","7.992","7.992","7.992","7.992","0.23%"
"08/08/1989","7.974","7.974","7.974","7.974","-0.44%"
"08/07/1989","8.009","8.009","8.009","8.009","6.42%"
"08/02/1989","7.526","7.526","7.526","7.526","0.68%"
"08/01/1989","7.475","7.475","7.475","7.475","-0.81%"
"07/31/1989","7.536","7.536","7.536","7.536","-0.45%"
"07/28/1989","7.570","7.570","7.570","7.570","-1.05%"
"07/27/1989","7.650","7.650","7.650","7.650","-1.29%"
"07/26/1989","7.750","7.750","7.750","7.750","-0.98%"
"07/25/1989","7.827","7.827","7.827","7.827","-1.24%"
"07/24/1989","7.925","7.925","7.925","7.925","-0.01%"
"07/21/1989","7.926","7.926","7.926","7.926","1.56%"
"07/20/1989","7.804","7.804","7.804","7.804","-1.01%"
"07/19/1989","7.884","7.884","7.884","7.884","-0.89%"
"07/18/1989","7.955","7.955","7.955","7.955","1.56%"
"07/17/1989","7.833","7.833","7.833","7.833","0.55%"
"07/14/1989","7.790","7.790","7.790","7.790","0.19%"
"07/13/1989","7.775","7.775","7.775","7.775","0.44%"
"07/12/1989","7.741","7.741","7.741","7.741","-0.79%"
"07/11/1989","7.803","7.803","7.803","7.803","-0.23%"
"07/10/1989","7.821","7.821","7.821","7.821","-0.33%"
"07/07/1989","7.847","7.847","7.847","7.847","-0.91%"
"07/06/1989","7.919","7.919","7.919","7.919","-0.76%"
"07/05/1989","7.980","7.980","7.980","7.980","-0.32%"
"07/03/1989","8.006","8.006","8.006","8.006","-0.77%"
"06/30/1989","8.068","8.068","8.068","8.068","-0.86%"
"06/29/1989","8.138","8.138","8.138","8.138","-1.67%"
"06/28/1989","8.276","8.276","8.276","8.276","0.52%"
"06/27/1989","8.233","8.233","8.233","8.233","-1.61%"
"06/26/1989","8.368","8.368","8.368","8.368","0.00%"
"06/23/1989","8.368","8.368","8.368","8.368","-2.31%"
"06/22/1989","8.566","8.566","8.566","8.566","0.00%"
"06/21/1989","8.566","8.566","8.566","8.566","0.93%"
"06/20/1989","8.487","8.487","8.487","8.487","-0.53%"
"06/19/1989","8.532","8.532","8.532","8.532","0.20%"
"06/16/1989","8.515","8.515","8.515","8.515","0.51%"
"06/15/1989","8.472","8.472","8.472","8.472","1.46%"
"06/14/1989","8.350","8.350","8.350","8.350","-0.74%"
"06/13/1989","8.412","8.412","8.412","8.412","1.58%"
"06/12/1989","8.281","8.281","8.281","8.281","0.10%"
"06/09/1989","8.273","8.273","8.273","8.273","-0.66%"
"06/08/1989","8.328","8.328","8.328","8.328","-0.22%"
"06/07/1989","8.346","8.346","8.346","8.346","-0.94%"
"06/06/1989","8.425","8.425","8.425","8.425","0.19%"
"06/05/1989","8.409","8.409","8.409","8.409","-1.33%"
"06/02/1989","8.522","8.522","8.522","8.522","-3.37%"
"06/01/1989","8.819","8.819","8.819","8.819","0.09%"
"05/31/1989","8.811","8.811","8.811","8.811","-1.19%"
"05/30/1989","8.917","8.917","8.917","8.917","-0.30%"
"05/26/1989","8.944","8.944","8.944","8.944","-0.82%"
"05/25/1989","9.018","9.018","9.018","9.018","1.70%"
"05/24/1989","8.867","8.867","8.867","8.867","0.29%"
"05/23/1989","8.841","8.841","8.841","8.841","-0.10%"
"05/22/1989","8.850","8.850","8.850","8.850","-1.11%"
"05/19/1989","8.949","8.949","8.949","8.949","-0.42%"
"05/18/1989","8.987","8.987","8.987","8.987","0.39%"
"05/17/1989","8.952","8.952","8.952","8.952","0.00%"
"05/16/1989","8.952","8.952","8.952","8.952","0.29%"
"05/15/1989","8.926","8.926","8.926","8.926","1.29%"
"05/12/1989","8.812","8.812","8.812","8.812","-3.50%"
"05/11/1989","9.132","9.132","9.132","9.132","-1.34%"
"05/10/1989","9.256","9.256","9.256","9.256","0.38%"
"05/09/1989","9.221","9.221","9.221","9.221","1.45%"
"05/08/1989","9.089","9.089","9.089","9.089","0.87%"
"05/05/1989","9.011","9.011","9.011","9.011","-2.20%"
"05/04/1989","9.214","9.214","9.214","9.214","0.00%"
"05/03/1989","9.214","9.214","9.214","9.214","-0.19%"
"05/02/1989","9.232","9.232","9.232","9.232","-1.14%"
"05/01/1989","9.338","9.338","9.338","9.338","1.42%"
"04/28/1989","9.207","9.207","9.207","9.207","-0.28%"
"04/27/1989","9.233","9.233","9.233","9.233","-1.03%"
"04/26/1989","9.329","9.329","9.329","9.329","-0.45%"
"04/25/1989","9.371","9.371","9.371","9.371","-0.77%"
"04/24/1989","9.444","9.444","9.444","9.444","0.08%"
"04/21/1989","9.436","9.436","9.436","9.436","-0.21%"
"04/20/1989","9.456","9.456","9.456","9.456","1.72%"
"04/19/1989","9.296","9.296","9.296","9.296","0.38%"
"04/18/1989","9.261","9.261","9.261","9.261","-2.27%"
"04/17/1989","9.476","9.476","9.476","9.476","0.75%"
"04/14/1989","9.405","9.405","9.405","9.405","-2.60%"
"04/13/1989","9.656","9.656","9.656","9.656","0.84%"
"04/12/1989","9.576","9.576","9.576","9.576","0.27%"
"04/11/1989","9.550","9.550","9.550","9.550","-0.28%"
"04/10/1989","9.577","9.577","9.577","9.577","0.27%"
"04/07/1989","9.551","9.551","9.551","9.551","0.17%"
"04/06/1989","9.535","9.535","9.535","9.535","0.73%"
"04/05/1989","9.466","9.466","9.466","9.466","0.37%"
"04/04/1989","9.431","9.431","9.431","9.431","-1.30%"
"04/03/1989","9.555","9.555","9.555","9.555","-1.81%"
"03/31/1989","9.731","9.731","9.731","9.731","-0.73%"
"03/30/1989","9.803","9.803","9.803","9.803","0.18%"
"03/29/1989","9.785","9.785","9.785","9.785","-0.54%"
"03/28/1989","9.838","9.838","9.838","9.838","-0.02%"
"03/27/1989","9.840","9.840","9.840","9.840","0.19%"
"03/23/1989","9.821","9.821","9.821","9.821","0.29%"
"03/22/1989","9.793","9.793","9.793","9.793","-1.01%"
"03/21/1989","9.893","9.893","9.893","9.893","-0.18%"
"03/20/1989","9.911","9.911","9.911","9.911","0.93%"
"03/17/1989","9.820","9.820","9.820","9.820","1.69%"
"03/16/1989","9.657","9.657","9.657","9.657","0.00%"
"03/15/1989","9.657","9.657","9.657","9.657","0.00%"
"03/14/1989","9.657","9.657","9.657","9.657","0.01%"
"03/13/1989","9.656","9.656","9.656","9.656","0.00%"
"03/10/1989","9.656","9.656","9.656","9.656","1.68%"
"03/09/1989","9.496","9.496","9.496","9.496","0.18%"
"03/08/1989","9.479","9.479","9.479","9.479","0.10%"
"03/07/1989","9.470","9.470","9.470","9.470","0.19%"
"03/06/1989","9.452","9.452","9.452","9.452","-0.10%"
"03/03/1989","9.461","9.461","9.461","9.461","-0.74%"
"03/02/1989","9.532","9.532","9.532","9.532","-0.01%"
"03/01/1989","9.533","9.533","9.533","9.533","0.19%"
"02/28/1989","9.515","9.515","9.515","9.515","-1.10%"
"02/27/1989","9.621","9.621","9.621","9.621","-0.55%"
"02/24/1989","9.674","9.674","9.674","9.674","0.92%"
"02/23/1989","9.586","9.586","9.586","9.586","0.93%"
"02/22/1989","9.498","9.498","9.498","9.498","1.05%"
"02/21/1989","9.399","9.399","9.399","9.399","0.30%"
"02/17/1989","9.371","9.371","9.371","9.371","0.00%"
"02/16/1989","9.371","9.371","9.371","9.371","-0.37%"
"02/15/1989","9.406","9.406","9.406","9.406","-0.19%"
"02/14/1989","9.424","9.424","9.424","9.424","0.29%"
"02/13/1989","9.397","9.397","9.397","9.397","0.10%"
"02/10/1989","9.388","9.388","9.388","9.388","1.16%"
"02/09/1989","9.280","9.280","9.280","9.280","0.38%"
"02/08/1989","9.245","9.245","9.245","9.245","0.39%"
"02/07/1989","9.209","9.209","9.209","9.209","-0.29%"
"02/06/1989","9.236","9.236","9.236","9.236","0.10%"
"02/03/1989","9.227","9.227","9.227","9.227","1.25%"
"02/02/1989","9.113","9.113","9.113","9.113","0.00%"
"02/01/1989","9.113","9.113","9.113","9.113","0.00%"
"01/31/1989","9.113","9.113","9.113","9.113","-0.10%"
"01/30/1989","9.122","9.122","9.122","9.122","0.57%"
"01/27/1989","9.070","9.070","9.070","9.070","-0.77%"
"01/26/1989","9.140","9.140","9.140","9.140","0.00%"
"01/25/1989","9.140","9.140","9.140","9.140","1.02%"
"01/24/1989","9.048","9.048","9.048","9.048","-0.59%"
"01/23/1989","9.102","9.102","9.102","9.102","-0.59%"
"01/20/1989","9.156","9.156","9.156","9.156","0.58%"
"01/19/1989","9.103","9.103","9.103","9.103","0.00%"
"01/18/1989","9.103","9.103","9.103","9.103","-0.78%"
"01/17/1989","9.175","9.175","9.175","9.175","0.38%"
"01/13/1989","9.140","9.140","9.140","9.140","-0.96%"
"01/12/1989","9.229","9.229","9.229","9.229","-0.49%"
"01/11/1989","9.274","9.274","9.274","9.274","0.19%"
"01/10/1989","9.256","9.256","9.256","9.256","-0.29%"
"01/09/1989","9.283","9.283","9.283","9.283","-0.39%"
"01/06/1989","9.319","9.319","9.319","9.319","-0.19%"
"01/05/1989","9.337","9.337","9.337","9.337","1.05%"
"01/04/1989","9.240","9.240","9.240","9.240","0.10%"
"01/03/1989","9.231","9.231","9.231","9.231","0.76%"
"12/30/1988","9.161","9.161","9.161","9.161","-0.20%"
"12/29/1988","9.179","9.179","9.179","9.179","-0.44%"
"12/28/1988","9.220","9.220","9.220","9.220","0.89%"
"12/27/1988","9.139","9.139","9.139","9.139","1.21%"
"12/23/1988","9.030","9.030","9.030","9.030","0.00%"
"12/22/1988","9.030","9.030","9.030","9.030","-0.59%"
"12/21/1988","9.084","9.084","9.084","9.084","-0.20%"
"12/20/1988","9.102","9.102","9.102","9.102","-0.78%"
"12/19/1988","9.174","9.174","9.174","9.174","-0.20%"
"12/16/1988","9.192","9.192","9.192","9.192","0.01%"
"12/15/1988","9.191","9.191","9.191","9.191","0.20%"
"12/14/1988","9.173","9.173","9.173","9.173","0.10%"
"12/13/1988","9.164","9.164","9.164","9.164","1.27%"
"12/12/1988","9.049","9.049","9.049","9.049","0.00%"
"12/09/1988","9.049","9.049","9.049","9.049","0.59%"
"12/08/1988","8.996","8.996","8.996","8.996","0.69%"
"12/07/1988","8.934","8.934","8.934","8.934","0.29%"
"12/06/1988","8.908","8.908","8.908","8.908","-1.66%"
"12/05/1988","9.058","9.058","9.058","9.058","-0.86%"
"12/02/1988","9.137","9.137","9.137","9.137","3.16%"
"12/01/1988","8.857","8.857","8.857","8.857","0.19%"
"11/30/1988","8.840","8.840","8.840","8.840","-1.17%"
"11/29/1988","8.945","8.945","8.945","8.945","-0.58%"
"11/28/1988","8.997","8.997","8.997","8.997","0.19%"
"11/25/1988","8.980","8.980","8.980","8.980","1.18%"
"11/23/1988","8.875","8.875","8.875","8.875","0.00%"
"11/22/1988","8.875","8.875","8.875","8.875","0.86%"
"11/21/1988","8.799","8.799","8.799","8.799","0.01%"
"11/18/1988","8.798","8.798","8.798","8.798","0.42%"
"11/17/1988","8.761","8.761","8.761","8.761","0.21%"
"11/16/1988","8.743","8.743","8.743","8.743","0.83%"
"11/15/1988","8.671","8.671","8.671","8.671","0.42%"
"11/14/1988","8.635","8.635","8.635","8.635","0.62%"
"11/10/1988","8.582","8.582","8.582","8.582","0.21%"
"11/09/1988","8.564","8.564","8.564","8.564","0.62%"
"11/08/1988","8.511","8.511","8.511","8.511","0.21%"
"11/07/1988","8.493","8.493","8.493","8.493","1.05%"
"11/04/1988","8.405","8.405","8.405","8.405","1.89%"
"11/03/1988","8.249","8.249","8.249","8.249","-0.42%"
"11/02/1988","8.284","8.284","8.284","8.284","0.52%"
"11/01/1988","8.241","8.241","8.241","8.241","0.21%"
"10/31/1988","8.224","8.224","8.224","8.224","-0.42%"
"10/28/1988","8.259","8.259","8.259","8.259","-0.10%"
"10/27/1988","8.267","8.267","8.267","8.267","-0.93%"
"10/26/1988","8.345","8.345","8.345","8.345","-0.61%"
"10/25/1988","8.396","8.396","8.396","8.396","0.00%"
"10/24/1988","8.396","8.396","8.396","8.396","-0.11%"
"10/21/1988","8.405","8.405","8.405","8.405","0.62%"
"10/20/1988","8.353","8.353","8.353","8.353","-0.22%"
"10/19/1988","8.371","8.371","8.371","8.371","0.73%"
"10/18/1988","8.310","8.310","8.310","8.310","-0.11%"
"10/17/1988","8.319","8.319","8.319","8.319","0.00%"
"10/14/1988","8.319","8.319","8.319","8.319","-0.23%"
"10/13/1988","8.338","8.338","8.338","8.338","0.41%"
"10/12/1988","8.304","8.304","8.304","8.304","0.00%"
"10/11/1988","8.304","8.304","8.304","8.304","0.41%"
"10/07/1988","8.270","8.270","8.270","8.270","-2.08%"
"10/06/1988","8.446","8.446","8.446","8.446","0.20%"
"10/05/1988","8.429","8.429","8.429","8.429","0.00%"
"10/04/1988","8.429","8.429","8.429","8.429","0.20%"
"10/03/1988","8.412","8.412","8.412","8.412","-0.21%"
"09/30/1988","8.430","8.430","8.430","8.430","-1.23%"
"09/29/1988","8.535","8.535","8.535","8.535","-0.61%"
"09/28/1988","8.587","8.587","8.587","8.587","0.55%"
"09/27/1988","8.540","8.540","8.540","8.540","0.34%"
"09/26/1988","8.511","8.511","8.511","8.511","0.63%"
"09/23/1988","8.458","8.458","8.458","8.458","0.42%"
"09/22/1988","8.423","8.423","8.423","8.423","0.20%"
"09/21/1988","8.406","8.406","8.406","8.406","-0.43%"
"09/20/1988","8.442","8.442","8.442","8.442","0.00%"
"09/19/1988","8.442","8.442","8.442","8.442","0.40%"
"09/16/1988","8.408","8.408","8.408","8.408","0.20%"
"09/15/1988","8.391","8.391","8.391","8.391","0.41%"
"09/14/1988","8.357","8.357","8.357","8.357","-0.63%"
"09/13/1988","8.410","8.410","8.410","8.410","-0.43%"
"09/12/1988","8.446","8.446","8.446","8.446","0.62%"
"09/09/1988","8.394","8.394","8.394","8.394","-0.64%"
"09/08/1988","8.448","8.448","8.448","8.448","-0.21%"
"09/07/1988","8.466","8.466","8.466","8.466","0.00%"
"09/06/1988","8.466","8.466","8.466","8.466","0.00%"
"09/02/1988","8.466","8.466","8.466","8.466","-2.43%"
"09/01/1988","8.677","8.677","8.677","8.677","-0.60%"
"08/31/1988","8.729","8.729","8.729","8.729","-0.21%"
"08/30/1988","8.747","8.747","8.747","8.747","0.00%"
"08/29/1988","8.747","8.747","8.747","8.747","-0.59%"
"08/26/1988","8.799","8.799","8.799","8.799","0.00%"
"08/25/1988","8.799","8.799","8.799","8.799","0.80%"
"08/24/1988","8.729","8.729","8.729","8.729","0.22%"
"08/23/1988","8.710","8.710","8.710","8.710","-0.60%"
"08/22/1988","8.763","8.763","8.763","8.763","0.21%"
"08/19/1988","8.745","8.745","8.745","8.745","0.21%"
"08/18/1988","8.727","8.727","8.727","8.727","0.01%"
"08/17/1988","8.726","8.726","8.726","8.726","0.21%"
"08/16/1988","8.708","8.708","8.708","8.708","0.21%"
"08/15/1988","8.690","8.690","8.690","8.690","0.00%"
"08/12/1988","8.690","8.690","8.690","8.690","0.00%"
"08/11/1988","8.690","8.690","8.690","8.690","0.42%"
"08/10/1988","8.654","8.654","8.654","8.654","0.62%"
"08/09/1988","8.601","8.601","8.601","8.601","1.24%"
"08/08/1988","8.496","8.496","8.496","8.496","0.21%"
"08/05/1988","8.478","8.478","8.478","8.478","1.87%"
"08/04/1988","8.322","8.322","8.322","8.322","-0.22%"
"08/03/1988","8.340","8.340","8.340","8.340","0.00%"
"08/02/1988","8.340","8.340","8.340","8.340","-0.42%"
"08/01/1988","8.375","8.375","8.375","8.375","-0.42%"
"07/29/1988","8.410","8.410","8.410","8.410","-0.61%"
"07/28/1988","8.462","8.462","8.462","8.462","0.20%"
"07/27/1988","8.445","8.445","8.445","8.445","1.11%"
"07/26/1988","8.352","8.352","8.352","8.352","0.22%"
"07/25/1988","8.334","8.334","8.334","8.334","0.00%"
"07/22/1988","8.334","8.334","8.334","8.334","-0.62%"
"07/21/1988","8.386","8.386","8.386","8.386","1.07%"
"07/20/1988","8.297","8.297","8.297","8.297","0.00%"
"07/19/1988","8.297","8.297","8.297","8.297","-0.63%"
"07/18/1988","8.350","8.350","8.350","8.350","0.64%"
"07/15/1988","8.297","8.297","8.297","8.297","-0.20%"
"07/14/1988","8.314","8.314","8.314","8.314","0.43%"
"07/13/1988","8.278","8.278","8.278","8.278","0.00%"
"07/12/1988","8.278","8.278","8.278","8.278","0.42%"
"07/11/1988","8.243","8.243","8.243","8.243","-0.21%"
"07/08/1988","8.260","8.260","8.260","8.260","1.72%"
"07/07/1988","8.120","8.120","8.120","8.120","0.43%"
"07/06/1988","8.085","8.085","8.085","8.085","0.65%"
"07/05/1988","8.033","8.033","8.033","8.033","0.43%"
"07/01/1988","7.999","7.999","7.999","7.999","-0.22%"
"06/30/1988","8.017","8.017","8.017","8.017","-0.22%"
"06/29/1988","8.035","8.035","8.035","8.035","-0.21%"
"06/28/1988","8.052","8.052","8.052","8.052","-0.85%"
"06/27/1988","8.121","8.121","8.121","8.121","0.86%"
"06/24/1988","8.052","8.052","8.052","8.052","0.00%"
"06/23/1988","8.052","8.052","8.052","8.052","-1.06%"
"06/21/1988","8.138","8.138","8.138","8.138","0.22%"
"06/20/1988","8.120","8.120","8.120","8.120","0.43%"
"06/17/1988","8.085","8.085","8.085","8.085","1.76%"
"06/16/1988","7.945","7.945","7.945","7.945","1.56%"
"06/15/1988","7.823","7.823","7.823","7.823","0.44%"
"06/14/1988","7.789","7.789","7.789","7.789","-2.20%"
"06/13/1988","7.964","7.964","7.964","7.964","-0.01%"
"06/10/1988","7.965","7.965","7.965","7.965","-0.01%"
"06/09/1988","7.966","7.966","7.966","7.966","0.21%"
"06/08/1988","7.949","7.949","7.949","7.949","-1.30%"
"06/07/1988","8.054","8.054","8.054","8.054","0.00%"
"06/06/1988","8.054","8.054","8.054","8.054","0.42%"
"06/03/1988","8.020","8.020","8.020","8.020","-1.50%"
"06/02/1988","8.142","8.142","8.142","8.142","0.64%"
"06/01/1988","8.090","8.090","8.090","8.090","-1.69%"
"05/31/1988","8.229","8.229","8.229","8.229","-0.21%"
"05/27/1988","8.246","8.246","8.246","8.246","0.21%"
"05/26/1988","8.229","8.229","8.229","8.229","0.85%"
"05/25/1988","8.160","8.160","8.160","8.160","0.50%"
"05/24/1988","8.119","8.119","8.119","8.119","0.00%"
"05/23/1988","8.119","8.119","8.119","8.119","0.45%"
"05/20/1988","8.083","8.083","8.083","8.083","0.69%"
"05/19/1988","8.028","8.028","8.028","8.028","-0.22%"
"05/18/1988","8.046","8.046","8.046","8.046","0.45%"
"05/17/1988","8.010","8.010","8.010","8.010","1.12%"
"05/16/1988","7.921","7.921","7.921","7.921","0.44%"
"05/13/1988","7.886","7.886","7.886","7.886","-0.66%"
"05/12/1988","7.938","7.938","7.938","7.938","-0.21%"
"05/11/1988","7.955","7.955","7.955","7.955","-0.44%"
"05/10/1988","7.990","7.990","7.990","7.990","0.44%"
"05/09/1988","7.955","7.955","7.955","7.955","0.67%"
"05/06/1988","7.902","7.902","7.902","7.902","1.33%"
"05/05/1988","7.798","7.798","7.798","7.798","0.45%"
"05/04/1988","7.763","7.763","7.763","7.763","0.00%"
"05/03/1988","7.763","7.763","7.763","7.763","-0.45%"
"05/02/1988","7.798","7.798","7.798","7.798","0.67%"
"04/29/1988","7.746","7.746","7.746","7.746","0.45%"
"04/28/1988","7.711","7.711","7.711","7.711","1.01%"
"04/27/1988","7.634","7.634","7.634","7.634","0.21%"
"04/26/1988","7.618","7.618","7.618","7.618","-0.24%"
"04/25/1988","7.636","7.636","7.636","7.636","0.00%"
"04/22/1988","7.636","7.636","7.636","7.636","0.24%"
"04/21/1988","7.618","7.618","7.618","7.618","-0.22%"
"04/20/1988","7.635","7.635","7.635","7.635","0.70%"
"04/19/1988","7.582","7.582","7.582","7.582","-0.24%"
"04/18/1988","7.600","7.600","7.600","7.600","0.01%"
"04/15/1988","7.599","7.599","7.599","7.599","0.93%"
"04/14/1988","7.529","7.529","7.529","7.529","1.17%"
"04/13/1988","7.442","7.442","7.442","7.442","-0.47%"
"04/12/1988","7.477","7.477","7.477","7.477","-0.47%"
"04/11/1988","7.512","7.512","7.512","7.512","0.47%"
"04/08/1988","7.477","7.477","7.477","7.477","-0.69%"
"04/07/1988","7.529","7.529","7.529","7.529","0.00%"
"04/06/1988","7.529","7.529","7.529","7.529","-0.69%"
"04/05/1988","7.581","7.581","7.581","7.581","0.00%"
"04/04/1988","7.581","7.581","7.581","7.581","2.32%"
"03/31/1988","7.409","7.409","7.409","7.409","0.00%"
"03/30/1988","7.409","7.409","7.409","7.409","-0.23%"
"03/29/1988","7.426","7.426","7.426","7.426","-0.46%"
"03/28/1988","7.460","7.460","7.460","7.460","1.39%"
"03/25/1988","7.358","7.358","7.358","7.358","-1.59%"
"03/24/1988","7.477","7.477","7.477","7.477","1.00%"
"03/23/1988","7.403","7.403","7.403","7.403","0.72%"
"03/22/1988","7.350","7.350","7.350","7.350","0.48%"
"03/21/1988","7.315","7.315","7.315","7.315","1.22%"
"03/18/1988","7.227","7.227","7.227","7.227","0.85%"
"03/17/1988","7.166","7.166","7.166","7.166","-0.84%"
"03/16/1988","7.227","7.227","7.227","7.227","0.74%"
"03/15/1988","7.174","7.174","7.174","7.174","-0.25%"
"03/14/1988","7.192","7.192","7.192","7.192","0.00%"
"03/11/1988","7.192","7.192","7.192","7.192","-0.72%"
"03/10/1988","7.244","7.244","7.244","7.244","0.47%"
"03/09/1988","7.210","7.210","7.210","7.210","0.00%"
"03/08/1988","7.210","7.210","7.210","7.210","0.00%"
"03/07/1988","7.210","7.210","7.210","7.210","0.00%"
"03/04/1988","7.210","7.210","7.210","7.210","1.69%"
"03/03/1988","7.090","7.090","7.090","7.090","0.00%"
"03/02/1988","7.090","7.090","7.090","7.090","-0.25%"
"03/01/1988","7.108","7.108","7.108","7.108","-0.24%"
"02/29/1988","7.125","7.125","7.125","7.125","-0.47%"
"02/26/1988","7.159","7.159","7.159","7.159","-0.47%"
